class,age_band,dist_m,going,ran,num,horse,age,sex,lbs,jockey,trainer,or,rpr,pos
Class 2,3yo+,1442,Good To Firm,8,4,Roman Holiday (IRE),4,F,126,Harry Bentley,Ed Vaughan,81,67,8
Class 2,3yo+,1207,Good To Firm,5,3,Magical Memory (IRE),5,G,131,Andrea Atzeni,Charles Hills,112,113,1
Class 2,3yo+,1207,Good To Firm,5,2,Kachy (GB),4,C,131,Richard Kingscote,Tom Dascombe,107,112,2
Class 2,3yo+,1207,Good To Firm,5,5,Pipers Note (GB),7,G,131,James Sullivan,Ruth Carr,101,99,3
Class 2,3yo+,1207,Good To Firm,5,6,Sutter County (GB),3,C,129,Franny Norton,Mark Johnston,108,77,4
Class 2,3yo+,1207,Good To Firm,5,4,Mobsta (IRE),5,H,131,Charles Bishop,Mick Channon,104,58,5
Class 4,3yo+,1207,Good To Firm,12,9,Hart Stopper (GB),3,G,128,Jamie Spencer,Michael Bell,76,87,1
Class 4,3yo+,1207,Good To Firm,12,4,Scofflaw (GB),3,G,129,Adam McNamara,Richard Fahey,80,90,2
Class 4,3yo+,1207,Good To Firm,12,5,Meshardal (GER),7,G,132,James Sullivan,Ruth Carr,74,79,3
Class 4,3yo+,1207,Good To Firm,12,8,Sword Exceed (GER),3,G,130,Franny Norton,Ivan Furtado,78,78,4
Class 4,3yo+,1207,Good To Firm,12,10,Summerghand (IRE),3,C,127,Daniel Tudhope,David OMeara,75,68,5
Class 4,3yo+,1207,Good To Firm,12,6,The Armed Man (GB),4,G,124,Paula Muir,Chris Fairhurst,73,63,6
Class 4,3yo+,1207,Good To Firm,12,3,Dandyleekie (IRE),5,G,130,Shelley Birkett,David OMeara,75,60,7
Class 4,3yo+,1207,Good To Firm,12,13,Dr Doro (IRE),4,F,121,Josephine Gordon,Ian Williams,63,48,8
Class 4,3yo+,1207,Good To Firm,12,7,Benjamin Thomas (IRE),3,G,130,Jason Hart,John Quinn,78,61,9
Class 4,3yo+,1207,Good To Firm,12,12,Newstead Abbey (GB),7,G,124,Pat Dobbs,Michael Herrington,66,48,10
Class 4,3yo+,1207,Good To Firm,12,2,Full Intention (GB),3,G,134,Richard Kingscote,Tom Dascombe,82,54,11
Class 4,3yo+,1207,Good To Firm,12,11,Round The Island (GB),4,G,121,Lewis Edmunds,Richard Whitaker,68,34,12
Class 4,3yo,1207,Good To Firm,4,3,Merlin (GB),3,G,134,Martin Harley,Michael Bell,86,97,1
Class 4,3yo,1207,Good To Firm,4,2,Black Isle Boy (IRE),3,G,134,Daniel Tudhope,David OMeara,86,84,2
Class 4,3yo,1207,Good To Firm,4,4,Letmestopyouthere (IRE),3,G,128,Lewis Edmunds,David Evans,85,81,3
Class 4,3yo,1207,Good To Firm,4,7,Glorious Rocket (GB),3,G,122,Graham Lee,David Barron,74,58,4
Class 4,3yo+,1006,Good To Firm,9,5,Foxy Forever (IRE),7,G,138,Franny Norton,Michael Wigham,80,88,1
Class 4,3yo+,1006,Good To Firm,9,3,Midnight Malibu (IRE),4,F,138,David Allan,Tim Easterby,80,87,2
Class 4,3yo+,1006,Good To Firm,9,11,Landing Night (IRE),5,G,128,Clifford Lee,Rebecca Menzies,73,71,3
Class 4,3yo+,1006,Good To Firm,9,1,Lathom (GB),4,G,140,Daniel Tudhope,David OMeara,82,76,4
Class 4,3yo+,1006,Good To Firm,9,16,Red Stripes (USA),5,G,115,Jordan Uys,Lisa Williamson,64,56,5
Class 4,3yo+,1006,Good To Firm,9,9,Foxtrot Knight (GB),5,G,135,Jack Garritty,Ruth Carr,77,61,6
Class 4,3yo+,1006,Good To Firm,9,12,Razin Hell (GB),6,G,124,Lewis Edmunds,John Balding,71,46,7
Class 4,3yo+,1006,Good To Firm,9,15,Cruise Tothelimit (IRE),9,G,118,Callum Rodriguez,Patrick Morris,65,37,8
Class 4,3yo+,1006,Good To Firm,9,7,Ballesteros (GB),8,G,129,Connor Murtagh,Richard Fahey,78,41,9
Class 4,2yo,1207,Good To Firm,7,5,Prestbury Park (USA),2,C,128,Franny Norton,Mark Johnston,–,84,1
Class 4,2yo,1207,Good To Firm,7,3,Diamond Set (GB),2,C,128,Richard Kingscote,Tom Dascombe,–,74,2
Class 4,2yo,1207,Good To Firm,7,7,Viceroy Mac (GB),2,G,128,Sam James,David Loughnane,–,71,3
Class 4,2yo,1207,Good To Firm,7,4,Humble Gratitude (GB),2,C,128,Martin Harley,K R Burke,–,66,4
Class 4,2yo,1207,Good To Firm,7,6,Saisons DOr (IRE),2,C,128,Graham Lee,Jedd OKeeffe,–,55,5
Class 4,2yo,1207,Good To Firm,7,1,Quayside (GB),2,C,134,Jack Garritty,Richard Fahey,77,41,6
Class 4,2yo,1207,Good To Firm,7,2,Billiebrookedit (IRE),2,C,128,Royston Ffrench,Steph Hollinshead,–,32,7
Class 3,3yo+,1401,Good,3,2,Jungle Cat (IRE),5,H,135,William Buick,Charlie Appleby,113,116,1
Class 3,3yo+,1401,Good,3,4,Ibn Malik (IRE),4,G,131,Dane ONeill,Charles Hills,108,99,2
Class 3,3yo+,1401,Good,3,6,That Is The Spirit (GB),6,G,131,Daniel Tudhope,David OMeara,101,82,3
Class 4,4yo+,2816,Good,6,2,Stamford Raffles (GB),4,G,132,Paddy Bradley,Jane Chapple-Hyam,82,92,1
Class 4,4yo+,2816,Good,6,7,On Fire (GB),4,G,129,Daniel Tudhope,James Bethell,74,82,2
Class 4,4yo+,2816,Good,6,11,Royal Flag (GB),7,G,119,Ben Robinson,Brian Ellison,69,71,3
Class 4,4yo+,2816,Good,6,10,Wordiness (GB),9,G,125,Dane ONeill,David Evans,70,70,4
Class 4,4yo+,2816,Good,6,6,Peterhouse (USA),5,G,130,Kevin Stott,Jason Ward,75,74,5
Class 4,4yo+,2816,Good,6,8,Zenafire (GB),8,G,125,Sammy Jo Bell,Sarah Hollinshead,73,71,6
Class 4,2yo,1401,Good,6,2,Veejay (IRE),2,C,131,Rob Hornby,Mick Channon,–,84,1
Class 4,2yo,1401,Good,6,3,Al Barg (IRE),2,C,128,Dane ONeill,Richard Hannon,–,80,2
Class 4,2yo,1401,Good,6,1,Wasim (IRE),2,C,134,Kevin Stott,Ismail Mohammed,–,85,3
Class 4,2yo,1401,Good,6,5,Knight In Armour (IRE),2,C,128,Joe Fanning,Mark Johnston,–,67,4
Class 4,2yo,1401,Good,6,8,Hic Bibi (GB),2,F,123,David Allan,David Brown,–,34,5
Class 4,2yo,1401,Good,6,4,Floreat Floreat (IRE),2,C,128,Richard Kingscote,Tom Dascombe,–,35,6
Class 5,4yo+,2050,Good,7,5,Cornborough (GB),6,G,126,Callum Rodriguez,Mark Walford,73,81,1
Class 5,4yo+,2050,Good,7,8,Outback Blue (GB),4,G,122,Katherine Begley,David Evans,71,78,2
Class 5,4yo+,2050,Good,7,3,Saxo Jack (FR),7,G,126,Rossa Ryan,Sophie Leech,75,78,3
Class 5,4yo+,2050,Good,7,7,Scottish Summit (IRE),4,G,129,Sam James,Geoffrey Harker,71,66,4
Class 5,4yo+,2050,Good,7,1,La Celebs Ville (IRE),4,F,135,Richard Kingscote,Tom Dascombe,77,69,5
Class 5,4yo+,2050,Good,7,11,Street Poet (IRE),4,G,123,Tom Eaves,Michael Herrington,65,45,6
Class 5,4yo+,2050,Good,7,13,Lopito De Vega (IRE),5,G,120,David Allan,David C Griffiths,61,26,7
Class 5,3yo,1602,Good,8,3,Wigan Warrior (GB),3,G,132,Tom Eaves,David Brown,74,80,1
Class 5,3yo,1602,Good,8,4,Jumira Prince (IRE),3,C,132,Jack Mitchell,Roger Varian,74,79,2
Class 5,3yo,1602,Good,8,12,Mac OPolo (IRE),3,G,122,Richard Kingscote,Tom Dascombe,64,67,3
Class 5,3yo,1602,Good,8,11,Conqueress (IRE),3,F,121,Jane Elliott,Tom Dascombe,68,68,4
Class 5,3yo,1602,Good,8,7,Thornton (GB),3,C,130,Paul Mulrennan,Michael Dods,72,70,5
Class 5,3yo,1602,Good,8,6,Habbad (FR),3,C,130,Timmy Murphy,Richard Hannon,72,65,6
Class 5,3yo,1602,Good,8,9,Spirit Of Belle (GB),3,G,130,Daniel Tudhope,David Evans,72,62,7
Class 5,3yo,1602,Good,8,1,Best Of My Love (IRE),3,F,134,Rob Hornby,Mick Channon,76,44,8
Class 5,3yo+,1006,Good,9,12,Teepee Time (GB),4,F,114,Phil Dennis,Michael Mullineaux,50,59,1
Class 5,3yo+,1006,Good,9,7,Oriental Lilly (GB),3,F,120,Sean Mooney,Jim Goldie,62,69,2
Class 5,3yo+,1006,Good,9,3,Ayresome Angel (GB),4,F,135,David Nolan,John Mackie,66,70,3
Class 5,3yo+,1006,Good,9,1,Rose Marmara (GB),4,F,138,Adam McNamara,Brian Rothwell,72,74,4
Class 5,3yo+,1006,Good,9,9,Bay Station (GB),3,F,126,Kevin Stott,Jason Ward,61,61,5
Class 5,3yo+,1006,Good,9,6,Rose Eclair (GB),4,F,126,Rachel Richardson,Tim Easterby,60,47,6
Class 5,3yo+,1006,Good,9,4,Kachess (GB),3,F,133,Richard Kingscote,Tom Dascombe,68,54,7
Class 5,3yo+,1006,Good,9,2,Savannah Beau (GB),5,M,138,Tom Eaves,Derek Shaw,69,55,8
Class 5,3yo+,1006,Good,9,10,Glyder (GB),3,F,126,Royston Ffrench,John Holt,61,44,9
Class 2,3yo+,1207,Good To Soft,8,2,Sainted (GB),4,F,136,Daniel Tudhope,William Haggas,91,104,1
Class 2,3yo+,1207,Good To Soft,8,7,Clear Water (IRE),4,F,129,Kevin Stott,Michael Wigham,84,90,2
Class 2,3yo+,1207,Good To Soft,8,1,Southern Belle (IRE),4,F,138,Phillip Makin,Robert Cowell,93,95,3
Class 2,3yo+,1207,Good To Soft,8,8,Shamsaya (IRE),3,F,127,Paul Hanagan,Simon Crisford,86,71,4
Class 2,3yo+,1207,Good To Soft,8,6,Courier (GB),5,M,130,Barry McHugh,Marjorie Fife,85,70,5
Class 2,3yo+,1207,Good To Soft,8,5,Iseemist (IRE),6,M,132,Fergus Sweeney,John Gallagher,87,69,6
Class 2,3yo+,1207,Good To Soft,8,3,Futoon (IRE),4,F,132,Lewis Edmunds,Kevin Ryan,90,66,7
Class 2,3yo+,1207,Good To Soft,8,9,Hope Solo (IRE),3,F,124,James Sullivan,Tim Easterby,83,57,8
Class 4,4yo+,2341,Good To Soft,6,1,Indy (IRE),6,G,133,Richard Kingscote,John Quinn,80,87,1
Class 4,4yo+,2341,Good To Soft,6,2,Starplex (GB),7,G,125,Rowan Scott,Keith Dalgleish,77,83,2
Class 4,4yo+,2341,Good To Soft,6,4,Busy Street (GB),5,G,129,Ben Curtis,Sally Haynes,76,81,3
Class 4,4yo+,2341,Good To Soft,6,5,Azzir (IRE),5,G,127,Martin Harley,K R Burke,74,76,4
Class 4,4yo+,2341,Good To Soft,6,3,The New Pharaoh (IRE),6,G,129,Paul Hanagan,Chris Wall,76,76,5
Class 4,4yo+,2341,Good To Soft,6,6,Island Flame (IRE),4,F,118,Sammy Jo Bell,Richard Fahey,68,63,6
Class 4,2yo,1207,Good To Soft,7,1,Staxton (GB),2,C,134,James Sullivan,Tim Easterby,–,94,1
Class 4,2yo,1207,Good To Soft,7,6,Humble Gratitude (GB),2,C,128,Martin Harley,K R Burke,–,86,2
Class 4,2yo,1207,Good To Soft,7,3,Cool Spirit (GB),2,C,128,Joe Doyle,James Given,–,74,3
Class 4,2yo,1207,Good To Soft,7,7,Shes Different (IRE),2,F,123,Andrew Mullen,Nigel Tinkler,–,67,4
Class 4,2yo,1207,Good To Soft,7,4,Diamond Set (GB),2,C,128,Richard Kingscote,Tom Dascombe,–,65,5
Class 4,2yo,1207,Good To Soft,7,2,Bakht Khan (IRE),2,C,128,Tom Eaves,Kevin Ryan,–,51,6
Class 4,2yo,1207,Good To Soft,7,5,Harrogate (IRE),2,C,128,Daniel Tudhope,James Bethell,–,45,7
Class 5,4yo+,1207,Good To Soft,9,4,Specialv (IRE),4,F,129,Ben Curtis,Brian Ellison,65,74,1
Class 5,4yo+,1207,Good To Soft,9,2,Amood (IRE),6,G,133,Andrew Mullen,Simon West,69,75,2
Class 5,4yo+,1207,Good To Soft,9,5,Danish Duke (IRE),6,G,129,James Sullivan,Ruth Carr,65,67,3
Class 5,4yo+,1207,Good To Soft,9,3,Pushkin Museum (IRE),6,G,127,Callum Rodriguez,Patrick Morris,68,64,4
Class 5,4yo+,1207,Good To Soft,9,1,Casterbridge (GB),5,G,136,Paul Hanagan,Eric Alston,72,67,5
Class 5,4yo+,1207,Good To Soft,9,7,Dodgy Bob (GB),4,G,119,Phil Dennis,Michael Mullineaux,60,52,6
Class 5,4yo+,1207,Good To Soft,9,6,Champagne Bob (GB),5,G,125,Hollie Doyle,Richard Price,64,55,7
Class 5,4yo+,1207,Good To Soft,9,8,Niqnaaqpaadiwaaq (GB),5,G,120,Neil Farley,Eric Alston,56,39,8
Class 5,4yo+,1207,Good To Soft,9,9,Mr Conundrum (GB),4,G,114,Paddy Aspell,Lynn Siddall,50,–,9
Class 5,3yo+,2050,Good To Soft,8,7,Punkawallah (GB),3,G,132,Richard Kingscote,Tom Dascombe,67,81,1
Class 5,3yo+,2050,Good To Soft,8,1,Indian Chief (IRE),7,G,145,Daniel Tudhope,Rebecca Bastiman,72,85,2
Class 5,3yo+,2050,Good To Soft,8,10,Daily Trader (GB),3,G,126,Andrew Mullen,David Evans,61,65,3
Class 5,3yo+,2050,Good To Soft,8,3,Strummer (IRE),4,G,137,Lewis Edmunds,Kevin Ryan,67,65,4
Class 5,3yo+,2050,Good To Soft,8,9,Paddys Rock (IRE),6,G,128,Paddy Aspell,Lynn Siddall,55,47,5
Class 5,3yo+,2050,Good To Soft,8,4,Bishop Of Bling (IRE),4,G,139,Paul Hanagan,Chris Wall,66,57,6
Class 5,3yo+,2050,Good To Soft,8,5,Anton Chigurh (GB),8,G,138,Phillip Makin,Nikki Evans,65,50,7
Class 5,3yo+,2050,Good To Soft,8,6,Dream Free (GB),4,G,135,Jason Hart,Mark Walford,62,45,8
Class 5,3yo+,1602,Good To Soft,6,4,Always Thankful (GB),3,F,130,Daniel Tudhope,Ismail Mohammed,71,78,1
Class 5,3yo+,1602,Good To Soft,6,2,Lyric Harmony (IRE),3,F,133,Sam James,Giles Bravery,74,78,2
Class 5,3yo+,1602,Good To Soft,6,5,Bush Beauty (IRE),6,M,130,Neil Farley,Eric Alston,64,65,3
Class 5,3yo+,1602,Good To Soft,6,1,Full Of Promise (GB),4,F,134,Paul Hanagan,Richard Fahey,68,66,4
Class 5,3yo+,1602,Good To Soft,6,9,Champagne Pink (FR),3,F,120,Jordan Vaughan,K R Burke,64,61,5
Class 5,3yo+,1602,Good To Soft,6,8,Bellas Venture (GB),4,F,125,Fergus Sweeney,John Gallagher,59,29,6
Class 5,3yo,1207,Good To Soft,9,3,Haworth (GB),3,G,130,Daniel Tudhope,James Bethell,66,72,1
Class 5,3yo,1207,Good To Soft,9,1,Peachey Carnehan (GB),3,G,129,Phil Dennis,Michael Mullineaux,70,76,2
Class 5,3yo,1207,Good To Soft,9,2,Lexington Sky (IRE),3,F,139,Ben Curtis,Roger Fell,75,77,3
Class 5,3yo,1207,Good To Soft,9,7,Twilight Spirit (GB),3,F,124,Franny Norton,Tony Carroll,60,56,4
Class 5,3yo,1207,Good To Soft,9,8,Blue Rocks (GB),3,G,121,Kevin Stott,Lisa Williamson,57,52,5
Class 5,3yo,1207,Good To Soft,9,9,Lambrini Legacy (GB),3,F,119,Joe Doyle,Lisa Williamson,55,46,6
Class 5,3yo,1207,Good To Soft,9,5,Mia Cara (GB),3,F,121,Katherine Begley,David Evans,64,53,7
Class 5,3yo,1207,Good To Soft,9,6,Allux Boy (IRE),3,G,124,Tom Eaves,Nigel Tinkler,60,36,8
Class 5,3yo,1207,Good To Soft,9,4,Chickenfortea (IRE),3,G,130,Jason Hart,Eric Alston,66,41,9
Class 4,4yo+,2816,Good To Soft,8,6,High On Light (GB),4,F,123,Rachel Richardson,David Barron,73,82,1
Class 4,4yo+,2816,Good To Soft,8,5,Takbeer (IRE),5,G,127,Charles Bishop,Nikki Evans,74,79,2
Class 4,4yo+,2816,Good To Soft,8,7,Aramist (IRE),7,G,125,P J McDonald,Sally Haynes,72,74,3
Class 4,4yo+,2816,Good To Soft,8,4,Kashmiri Sunset (GB),6,G,129,Paul Hanagan,Iain Jardine,76,77,4
Class 4,4yo+,2816,Good To Soft,8,2,Mawaqeet (USA),8,G,128,Jane Elliott,Michael Appleby,80,79,5
Class 4,4yo+,2816,Good To Soft,8,1,Murgan (GB),5,G,135,Steve Drowne,Stuart Kittow,82,73,6
Class 4,4yo+,2816,Good To Soft,8,3,Bertie Moon (GB),7,G,126,Clifford Lee,Lydia Pearce,76,67,7
Class 4,4yo+,2816,Good To Soft,8,8,Torremar (FR),4,G,124,Joe Doyle,Kevin Ryan,71,46,8
Class 4,2yo,1401,Good To Soft,8,3,Rhosneigr (IRE),2,C,132,Steve Drowne,Charles Hills,77,81,1
Class 4,2yo,1401,Good To Soft,8,1,Veejay (IRE),2,C,136,Charles Bishop,Mick Channon,81,84,2
Class 4,2yo,1401,Good To Soft,8,8,Foxrush Take Time (FR),2,G,116,Jimmy Quinn,Richard Guest,61,61,3
Class 4,2yo,1401,Good To Soft,8,5,Queens Sargent (FR),2,C,131,Shane Gray,Kevin Ryan,76,75,4
Class 4,2yo,1401,Good To Soft,8,6,Magnus (IRE),2,C,129,Richard Kingscote,Tom Dascombe,74,71,5
Class 4,2yo,1401,Good To Soft,8,7,Shazzab (IRE),2,F,127,Paul Hanagan,Richard Fahey,72,60,6
Class 4,2yo,1401,Good To Soft,8,4,Leeshaan (IRE),2,C,131,P J McDonald,James Tate,76,56,7
Class 4,2yo,1401,Good To Soft,8,2,Daddies Girl (IRE),2,F,128,Lulu Stanford,Rod Millman,78,–,8
Class 4,2yo,1401,Good To Soft,6,7,Exhort (GB),2,F,123,Paul Hanagan,Richard Fahey,–,72,1
Class 4,2yo,1401,Good To Soft,6,3,Kraka (IRE),2,C,128,Jimmy Quinn,Tom Dascombe,–,75,2
Class 4,2yo,1401,Good To Soft,6,5,Skito Soldier (GB),2,C,128,P J McDonald,K R Burke,–,69,3
Class 4,2yo,1401,Good To Soft,6,1,Cuddington (IRE),2,G,128,Shane Gray,Tom Dascombe,–,67,4
Class 4,2yo,1401,Good To Soft,6,2,Finnion Fox (GB),2,G,125,Rachel Richardson,Tim Easterby,–,61,5
Class 4,2yo,1401,Good To Soft,6,4,Saxonroad Boy (USA),2,C,128,Joe Doyle,Richard Fahey,–,43,6
Class 4,2yo,1602,Good To Soft,7,7,White Mocha (USA),2,C,128,Josephine Gordon,Hugo Palmer,–,79,1
Class 4,2yo,1602,Good To Soft,7,5,Rua Augusta (USA),2,C,128,Kevin Stott,Kevin Ryan,–,78,2
Class 4,2yo,1602,Good To Soft,7,6,Valdolobo (IRE),2,C,128,P J McDonald,K R Burke,–,78,3
Class 4,2yo,1602,Good To Soft,7,3,Neeraan (USA),2,C,128,Dane ONeill,Roger Varian,–,75,4
Class 4,2yo,1602,Good To Soft,7,4,Onefootinfront (GB),2,G,128,Steve Drowne,Mark Loughnane,–,59,5
Class 4,2yo,1602,Good To Soft,7,2,Duggary (GB),2,G,128,David Nolan,Kevin Frost,–,58,6
Class 4,2yo,1602,Good To Soft,7,1,Breathable (GB),2,C,125,Rachel Richardson,Tim Easterby,–,52,7
Class 5,4yo+,2341,Good To Soft,9,7,Omotesando (GB),7,G,125,Megan Nicholls,Oliver Greenall,62,71,1
Class 5,4yo+,2341,Good To Soft,9,3,Donnachies Girl (IRE),4,F,127,Seamus Cronin,Alistair Whillans,69,76,2
Class 5,4yo+,2341,Good To Soft,9,1,Hurricane Hollow (GB),7,G,133,Jane Elliott,David Barron,70,75,3
Class 5,4yo+,2341,Good To Soft,9,5,Invictus (GER),5,G,127,Cameron Noble,David Loughnane,67,62,4
Class 5,4yo+,2341,Good To Soft,9,9,Lady Natasha (IRE),4,F,122,Clifford Lee,K R Burke,59,50,5
Class 5,4yo+,2341,Good To Soft,9,2,Auxiliary (GB),4,G,130,Paula Muir,Patrick Holmes,70,60,6
Class 5,4yo+,2341,Good To Soft,9,4,Up Ten Down Two (IRE),8,G,127,Ryan Timby,Michael Easterby,69,52,7
Class 5,4yo+,2341,Good To Soft,9,11,Almutamarred (USA),5,G,112,Kevin Lundie,David Brown,52,34,8
Class 5,4yo+,2341,Good To Soft,9,6,Gold Merlion (IRE),4,F,128,Richard Oliver,Mark Johnston,65,46,9
Class 5,3yo+,1006,Good To Soft,6,5,Teepee Time (GB),4,F,118,Phil Dennis,Michael Mullineaux,54,64,1
Class 5,3yo+,1006,Good To Soft,6,2,Granny Roz (GB),3,F,130,Rachel Richardson,David Barron,67,73,2
Class 5,3yo+,1006,Good To Soft,6,6,Lydiate Lady (GB),5,M,119,Franny Norton,Eric Alston,50,52,3
Class 5,3yo+,1006,Good To Soft,6,1,Ayresome Angel (GB),4,F,134,David Nolan,John Mackie,65,61,4
Class 5,3yo+,1006,Good To Soft,6,3,Spirit Of Rosanna (GB),5,M,131,Adam Beschizza,Steph Hollinshead,62,44,5
Class 5,3yo+,1006,Good To Soft,6,7,Your Gifted (IRE),10,M,117,Paul Hanagan,Lisa Williamson,48,25,6
Class 1,3yo+,2103,Good To Soft,11,11,Frankuus (IRE),3,C,121,Joe Fanning,Mark Johnston,105,112,1
Class 1,3yo+,2103,Good To Soft,11,7,Mount Logan (IRE),6,G,129,Andrea Atzeni,Roger Varian,106,110,2
Class 1,3yo+,2103,Good To Soft,11,12,Laraaib (IRE),3,C,121,Jim Crowley,Owen Burrows,103,101,3
Class 1,3yo+,2103,Good To Soft,11,10,Euginio (IRE),3,C,121,Tom Marquand,Richard Hannon,102,101,4
Class 1,3yo+,2103,Good To Soft,11,6,Gabrial (IRE),8,G,129,Paul Hanagan,Richard Fahey,110,97,5
Class 1,3yo+,2103,Good To Soft,11,2,Arthenus (GB),5,G,129,Daniel Tudhope,James Fanshawe,105,95,6
Class 1,3yo+,2103,Good To Soft,11,1,Captain Cook (GB),4,G,132,Ted Durcan,Sir Michael Stoute,114,94,7
Class 1,3yo+,2103,Good To Soft,11,5,Francis Of Assisi (IRE),7,G,129,Adam Kirby,Charlie Appleby,111,91,8
Class 1,3yo+,2103,Good To Soft,11,3,Ayrad (IRE),6,G,129,Richard Kingscote,Roger Charlton,108,90,9
Class 1,3yo+,2103,Good To Soft,11,8,Restorer (GB),5,G,129,Dougie Costello,William Muir,100,84,10
Class 1,3yo+,2103,Good To Soft,11,13,Larchmont Lad (IRE),3,C,121,David Probert,Richard Hannon,107,81,11
Class 1,3yo+,1643,Good To Soft,6,9,Sea Of Grace (IRE),3,F,121,Andrea Atzeni,William Haggas,109,110,1
Class 1,3yo+,1643,Good To Soft,6,1,Lincoln Rocks (GB),4,F,131,Daniel Tudhope,David OMeara,100,104,2
Class 1,3yo+,1643,Good To Soft,6,5,Dancing Breeze (IRE),3,F,121,Joe Fanning,John Gosden,91,94,3
Class 1,3yo+,1643,Good To Soft,6,2,Conselice (GB),4,F,128,Clifford Lee,K R Burke,100,91,4
Class 1,3yo+,1643,Good To Soft,6,3,Materialistic (GB),4,F,128,Adam Kirby,Luca Cumani,96,83,5
Class 1,3yo+,1643,Good To Soft,6,7,Mittens (GB),3,F,121,Pat Smullen,Sir Michael Stoute,99,62,6
Class 3,3yo+,2373,Good To Soft,12,1,Azari (GB),5,G,150,Jenny Powell,Tom Dascombe,92,101,1
Class 3,3yo+,2373,Good To Soft,12,7,Zubayr (IRE),5,G,141,Megan Nicholls,Paul Nicholls,83,92,2
Class 3,3yo+,2373,Good To Soft,12,6,William Hunter (GB),5,G,142,Miss Serena Brotherton,Alan King,84,90,3
Class 3,3yo+,2373,Good To Soft,12,9,Swaheen (GB),5,G,135,Abbie McCain,Julie Camacho,80,85,4
Class 3,3yo+,2373,Good To Soft,12,10,Caponova (IRE),4,G,138,Miss Anna Hesketh,Tom Dascombe,80,80,5
Class 3,3yo+,2373,Good To Soft,12,8,Tapis Libre (GB),9,G,139,Joanna Mason,Jacqueline Coward,81,79,6
Class 3,3yo+,2373,Good To Soft,12,3,Gabrials King (IRE),8,G,145,Sammy Jo Bell,Richard Fahey,87,84,7
Class 3,3yo+,2373,Good To Soft,12,4,Dance King (GB),7,G,145,Rachel Richardson,Tim Easterby,87,82,8
Class 3,3yo+,2373,Good To Soft,12,5,Jacbequick (GB),6,G,144,Shelley Birkett,David OMeara,86,70,9
Class 3,3yo+,2373,Good To Soft,12,11,Lord Franklin (GB),8,G,128,Gemma Tutty,Eric Alston,70,53,10
Class 3,3yo+,2373,Good To Soft,12,2,Intense Tango (GB),6,M,147,Lucy K Barry,K R Burke,89,57,11
Class 3,3yo+,2373,Good To Soft,12,12,Shamrokh (IRE),3,G,127,Miss Becky Smith,Michael Appleby,79,42,12
Class 3,3yo+,1643,Good To Soft,9,6,Dark Knight (USA),3,C,129,Ted Durcan,Sir Michael Stoute,90,105,1
Class 3,3yo+,1643,Good To Soft,9,3,Calder Prince (IRE),4,G,136,Richard Kingscote,Tom Dascombe,90,96,2
Class 3,3yo+,1643,Good To Soft,9,4,Two For Two (IRE),9,G,136,Joe Fanning,Roger Fell,90,93,3
Class 3,3yo+,1643,Good To Soft,9,8,Briyouni (FR),4,G,127,Tom Eaves,Kevin Ryan,81,80,4
Class 3,3yo+,1643,Good To Soft,9,2,Just Hiss (GB),4,G,134,Rachel Richardson,Tim Easterby,91,90,5
Class 3,3yo+,1643,Good To Soft,9,7,Dark Devil (IRE),4,G,129,Paul Hanagan,Richard Fahey,83,81,6
Class 3,3yo+,1643,Good To Soft,9,1,Fingals Cave (IRE),5,G,138,Daniel Tudhope,Philip Kirby,92,78,7
Class 3,3yo+,1643,Good To Soft,9,5,Mustarrid (IRE),3,G,133,Jim Crowley,Richard Hannon,94,61,8
Class 3,3yo+,1643,Good To Soft,9,9,Little Lady Katie (IRE),5,M,121,Jordan Vaughan,K R Burke,78,43,9
Class 4,3yo+,1207,Soft,12,6,Russian Realm (GB),7,G,134,Dougie Costello,Paul Midgley,81,87,1
Class 4,3yo+,1207,Soft,12,10,Captain Lars (SAF),8,G,128,Aaron Jones,Derek Shaw,78,82,2
Class 4,3yo+,1207,Soft,12,3,Lexington Times (IRE),5,G,138,Jack Garritty,Ruth Carr,85,89,3
Class 4,3yo+,1207,Soft,12,4,Signore Piccolo (GB),6,G,131,Cameron Noble,David Loughnane,85,86,4
Class 4,3yo+,1207,Soft,12,5,Clear Spring (IRE),9,G,138,David Probert,John Spearing,85,87,5
Class 4,3yo+,1207,Soft,12,2,Toofi (FR),6,G,139,Robert Winston,John Butler,86,86,6
Class 4,3yo+,1207,Soft,12,7,Lathom (GB),4,G,134,Daniel Tudhope,David OMeara,81,80,7
Class 4,3yo+,1207,Soft,12,8,Letmestopyouthere (IRE),3,G,133,Jim Crowley,David Evans,84,79,8
Class 4,3yo+,1207,Soft,12,12,Monks Stand (USA),3,G,120,Rachel Richardson,Tim Easterby,74,60,9
Class 4,3yo+,1207,Soft,12,9,Gabrial The Tiger (IRE),5,G,131,Paul Hanagan,Richard Fahey,78,54,10
Class 4,3yo+,1207,Soft,12,11,Somewhere Secret (GB),3,C,119,Phil Dennis,Michael Mullineaux,75,34,11
Class 4,3yo+,1207,Soft,12,1,Lucky Beggar (IRE),7,G,139,David Allan,David C Griffiths,86,37,12
Class 4,3yo,1643,Soft,6,1,Fire Brigade (GB),3,G,133,Daniel Tudhope,Michael Bell,84,95,1
Class 4,3yo,1643,Soft,6,2,Glorious Forever (GB),3,G,133,Adam Kirby,Ed Walker,84,88,2
